"",""
"","Retail Price Information"
"","","DATE","6/6/2026"
"","","TIME","5:24:21"
""," S.No"," Medicines"," Formulations"," Manufacturer Name"," Marketing  Company"," Units"," Retail Prices (Rs.)(Exclusive Local Taxes/GST)"," SO NO"," SO Date"
"","2726","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 1000mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Eris Lifesciences Limited","1 Tablet","16.33","937(E)","28-Feb-24"
"","2727","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 1000mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","16.12","937(E)","28-Feb-24"
"","2728","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 1000mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Alkem Laboratories Limited","1 Tablet","16.33","937(E)","28-Feb-24"
"","2729","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 1000mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Torrent Pharmaceuticals Limited","1 Tablet","16.33","937(E)","28-Feb-24"
"","2730","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 1000mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Lupin Limited","1 Tablet","16.12","937(E)","28-Feb-24"
"","2731","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 1000mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Medley Pharmaceuticals Ltd.","1 Tablet","16.12","937(E)","28-Feb-24"
"","2732","Sitagliptin Phosphate, Metformin Hydrochloride and Glimepiride Tablets","Each film coated tablet contains:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 50mg
Metformin Hydrochloride IP 1000mg
Glimepiride IP 1 mg","M/s Exemed Pharmaceuticals","M/s Cipla Ltd.","1 Tablet","12.00","937(E)","28-Feb-24"
"","2733","Sitagliptin Phosphate, Metformin Hydrochloride and Glimepiride Tablets","Each film coated tablet contains:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 50mg
Metformin Hydrochloride IP 1000mg
Glimepiride IP 1 mg","M/s Synokem Pharmaceuticals Ltd.","M/s Alkem Laboratories Limited","1 Tablet","13.35","937(E)","28-Feb-24"
"","2734","Sitagliptin Phosphate, Metformin Hydrochloride and Glimepiride Tablets","Each film coated tablet contains:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 50mg
Metformin Hydrochloride IP 1000mg
Glimepiride IP 1 mg","M/s Synokem Pharmaceuticals Ltd.","M/s Intas Pharmaceuticals Ltd.","1 Tablet","13.00","937(E)","28-Feb-24"
"","2735","Sitagliptin Phosphate, Metformin Hydrochloride and Glimepiride Tablets","Each film coated tablet contains:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 50mg
Metformin Hydrochloride IP 1000mg
Glimepiride IP 2 mg","M/s Exemed Pharmaceuticals","M/s Cipla Ltd.","1 Tablet","14.00","937(E)","28-Feb-24"
"","2736","Sitagliptin Phosphate, Metformin Hydrochloride and Glimepiride Tablets","Each film coated tablet contains:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 50mg
Metformin Hydrochloride IP 1000mg
Glimepiride IP 2 mg","M/s Synokem Pharmaceuticals Ltd.","M/s Alkem Laboratories Limited","1 Tablet","15.03","937(E)","28-Feb-24"
"","2737","Sitagliptin Phosphate, Metformin Hydrochloride and Glimepiride Tablets","Each film coated tablet contains:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 50mg
Metformin Hydrochloride IP 1000mg
Glimepiride IP 2 mg","M/s Synokem Pharmaceuticals Ltd.","M/s Intas Pharmaceuticals Ltd.","1 Tablet","15.00","937(E)","28-Feb-24"
"","2738","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 1 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Torrent Pharmaceuticals Limited","1 Tablet","13.24","937(E)","28-Feb-24"
"","2739","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Torrent Pharmaceuticals Limited","1 Tablet","14.75","937(E)","28-Feb-24"
"","2740","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Alkem Laboratories Limited","1 Tablet","14.92","937(E)","28-Feb-24"
"","2741","Sitagliptin, Pioglitazone and Metformin Hydrochloride (Sustained Released) Tablet","Each film coated Bilayered Tablet Contain:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 100mg
Pioglitazone Hydrochloride IP eq. to  Pioglitazone 15 mg
Metformin Hydrochloride IP 500mg (Sustained Release Form)","M/s Akums Drugs & Pharmaceuticals Ltd.","M/s Abbott Healthcare Pvt. Ltd.","1 Tablet","14.00","1558(E)","26-Mar-24"
"","2742","Sitagliptin, Pioglitazone and Metformin Hydrochloride (Sustained Released) Tablet","Each film coated Bilayered Tablet Contain:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 100mg
Pioglitazone Hydrochloride IP eq. to  Pioglitazone 15 mg
Metformin Hydrochloride IP 1000mg (Sustained Release Form)","M/s Akums Drugs & Pharmaceuticals Ltd.","M/s Abbott Healthcare Pvt. Ltd.","1 Tablet","15.32","1558(E)","26-Mar-24"
"","2743","Sitagliptin, Pioglitazone and Metformin Hydrochloride (Sustained Released) Tablet","Each film coated Bilayered Tablet Contain:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 100mg
Pioglitazone Hydrochloride IP eq. to  Pioglitazone 15 mg
Metformin Hydrochloride IP 1000mg (Sustained Release Form)","M/s Akums Drugs & Pharmaceuticals Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","15.32","1558(E)","26-Mar-24"
"","2744","Sitagliptin, Pioglitazone and Metformin Hydrochloride (Sustained Released) Tablet","Each film coated Bilayered Tablet Contain:
Sitagliptin Phosphate Monohydrate IP eq. to Sitagliptin 100mg
Pioglitazone Hydrochloride IP eq. to  Pioglitazone 15 mg
Metformin Hydrochloride IP 500mg (Sustained Release Form)","M/s Akums Drugs & Pharmaceuticals Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","14.00","1558(E)","26-Mar-24"
"","2745","Metoprolol Succinate Extended Release, Amlodipine and Telmisartan Tablet","Each film coated bilayered tablet contains:
Metoprolol Succinate IP 47.50mg eq. to Metoprolol Tartrate 50mg (As Extended release)
Amlodipine Besilate IP eq. to Amlodipine 5mg
Telmisartan IP 40mg","M/s Ajanta Pharma Limited","M/s Sun Pharma Laboratories Limited","1 Tablet","14.60","1558(E)","26-Mar-24"
"","2746","Linagliptin & Metformin Hydrochloride (Extended Release) Tablets","Each film coated bilayered tablet contains:
Linagliptin IP 5mg
Metformin Hydrochloride IP 500mg (As Extended release)","M/s Mascot Health Service Pvt. Ltd.","M/s Lupin Limited","1 Tablet","13.03","1558(E)","26-Mar-24"
"","2747","Vitamin D3 (Cholecalciferol) Oral Solution","Each 5 ml syrup contains:
Cholecalciferol IP 60000IU","M/s Ravenbhel Healthcare Pvt. Ltd.","M/s Emcure Pharmaceuticals Limited","1 ml","12.53","1558(E)","26-Mar-24"
"","2748","Cholecalciferol (Vitamin D3) Oral Solution 60000IU","Each 5ml contains:
Cholecalciferol IP (In nano Droplet form) 60000IU","M/s Ravenbhel Healthcare Pvt. Ltd.","M/s Intas Pharmaceuticals Ltd.","1 ml","13.60","1558(E)","26-Mar-24"
"","2749","Linagliptin + Metformin Hydrochloride Tablet","Each film coated tablet contains:             
Linagliptin 2.5mg 
Metformin Hydrochloride IP 500mg","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","8.97","1558(E)","26-Mar-24"
"","2750","Phenylephrine Hydrochloride, Chlorpheniramine maleate, Paracetamol, Sodium Citrate & Menthol Syrup","Each 5 ml contains:
Phenylephrine Hydrochloride IP 5mg
Chlorpheniramine maleate IP 0.5mg
Paracetamol IP 125mg
Sodium Citrate IP 60mg
Menthol IP 1mg","M/s Trupati Medicare Limited","M/s Macleods Pharmaceuticals Limited","1 ml","0.95","1558(E)","26-Mar-24"
"","2751","Paracetamol, Phenylephrine Hydrochloride, Caffeine & Diphenhydramine Hydrochloride Tablet","Each uncoated tablet contains:
Paracetamol IP 500mg
Phenylephrine Hydrochloride IP 5mg
Caffeine (Anhydrous) IP 30mg 
Diphenhydramine Hydrochloride IP 25mg","M/s Aagya Biotech Pvt. Ltd.","M/s Macleods Pharmaceuticals Limited","1 Tablet","3.70","1558(E)","26-Mar-24"
"","2752","Linagliptin & Metformin Hydrochloride (Extended Release) Tablets","Each film coated bilayered tablet contains:
Linagliptin 5mg 
Metformin Hydrochloride (as Extended release) IP 500mg","M/s Mascot Health Series Pvt. Ltd.","M/s Micro Labs Ltd.","1 Tablet","11.60","1558(E)","26-Mar-24"
"","2753","Cefpodoxime & Potassium Clavulanate Tablets","Each film coated tablet contains:
Cefpodoxime Proxetil IP eq. to Anhydrous Cefpodoxime 200mg
Potassium Clavulanate Diluted IP eq. to Clavulanic Acid 125mg","M/s Brooks Laboratories Ltd.","M/s German Remedies Pharmaceuticals Private Limited","1 Tablet","28.49","1558(E)","26-Mar-24"
"","2754","Cefpodoxime & Potassium Clavulanate Oral suspension","Each 5ml reconstituted suspension contains:
Cefpodoxime Proxetil IP eq. to Anhydrous Cefpodoxime 100mg
Potassium Clavulanate Diluted IP eq. to Clavulanic Acid 62.50mg","M/s Brooks Laboratories Ltd.","M/s German Remedies Pharmaceuticals Private Limited","1 ml","4.94","1558(E)","26-Mar-24"
"","2755","Cilnidipine and Telmisartan Tablets","Each film coated tablet contains:
Cilnidipine IP 10mg
Telmisartan IP 40mg","M/s Pure and Cure Healthcare Pvt. Ltd.","M/s Cadila Pharmaceuticals Ltd.","1 Tablet","10.26","1558(E)","26-Mar-24"
"","2756","Pantoprazole & Domperidone Tablet","Each enteric coated tablet contains:
Pantoprazole Sodium IP eq. to Pantoprazole 40mg
Domperidone IP 10mg","M/s Akums Drugs & Pharmaceuticals Ltd.","M/s Zuventus Healthcare Limited","1 Tablet","7.04","1558(E)","26-Mar-24"
"","2757","Cefpodoxime & Potassium Clavulanate Oral suspension","Each 5ml reconstituted suspension contains:
Cefpodoxime Proxetil IP eq. to Anhydrous Cefpodoxime 50mg
Potassium Clavulanate Diluted IP eq. to Clavulanic Acid 31.25mg","M/s Brooks Laboratories Ltd.","M/s German Remedies Pharmaceuticals Private Limited","1 ml","3.17","1558(E)","26-Mar-24"
"","2758","Amoxycillin and Potassium Clavulanate Tablets IP","Each film coated tablet contains:
Amoxycillin Trihydrate IP eq. to Amoxycillin 250mg
Potassium Clavulanate Diluted IP eq. to Clavulanic Acid 125mg","M/s Malik Lifesciences Pvt. Ltd.","M/s Themis Medicare Ltd.","1 Tablet","17.46","1558(E)","26-Mar-24"
"","2759","Amoxycillin and Potassium Clavulanate Oral suspenssion","Each 5ml of Reconstituted suspension contains:
Amoxycillin Trihydrate IP eq. to Amoxycillin 600mg
Potassium Clavulanate Diluted IP eq. to Clavulanic Acid 42.9mg","M/s Malik Lifesciences Pvt. Ltd.","M/s Themis Medicare Ltd.","1 ml","3.18","1558(E)","26-Mar-24"
"","2760","Aceclofenac, Paracetamol & Thiocolchicoside Tablets","Each film coated tablet contains:
Aceclofenac IP 100mg 
Paracetamol IP 325mg
Thiocolchicoside IP 4mg","M/s Theon Pharmaceuticals Ltd.","M/s J.B. Chemicals & Pharmaceuticals Ltd.","1 Tablet","17.84","1558(E)","26-Mar-24"
"","2761","Linagliptin + Metformin Hydrochloride Tablet","Each film coated tablet contains:             
Linagliptin 2.5mg 
Metformin Hydrochloride IP 850mg","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","7.92","1558(E)","26-Mar-24"
"","2762","Linagliptin + Metformin Hydrochloride Tablet","Each film coated tablet contains:             
Linagliptin 2.5mg 
Metformin Hydrochloride IP 1000mg","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","9.60","1558(E)","26-Mar-24"
"","2763","Rosuvastatin + Clopidogrel Capsules","Each hard gelatin capsule contains:
Rosuvastatin Calcium IP eq. to Rosuvastatin 10mg (as light orange coloured film coated tablet)
Clopidogrel Bisulphate IP eq. to Clopidogrel 75mg (As two, light brown coloured film coated tablets, each containing clopido","M/s Windlas Biotech Ltd.","M/s Emcure Pharmaceuticals Limited","1 Capsule","17.03","1558(E)","26-Mar-24"
"","2764","Rosuvastatin + Clopidogrel Capsules","Each hard gelatin capsule contains:
Rosuvastatin Calcium IP eq. to Rosuvastatin 20mg (as light orange coloured film coated tablet)
Clopidogrel Bisulphate IP eq. to Clopidogrel 75mg (As two, light brown coloured film coated tablets, each containing clopido","M/s Windlas Biotech Ltd.","M/s Emcure Pharmaceuticals Limited","1 Capsule","19.46","1558(E)","26-Mar-24"
"","2765","Atorvastatin and Fenofibrate Tablets","Each film coated tablet contains:
Atorvastatin Calcium IP eq. to Atorvastatin 20mg
Fenofibrate IP 160mg","M/s Mascot Health Series Pvt. Ltd.","M/s Eris Lifesciences Limited","1 Tablet","27.09","1558(E)","26-Mar-24"
"","2766","Atorvastatin, Clopidogrel & Aspirin Capsule","Each hard gelatine capsule contains:
Atorvastatin Calcium IP eq. to Atorvastatin 40mg (As green coloured pellets),
Clopidogrel Bisulphate IP eq. to Clopidogrel 75mg (As two reddish brown coloured film coated tablet, each containg 37.5mg Clopidogrel Tablet","M/s Windlas Biotech Limited","M/s Eris Lifesciences Limited","1 Capsule","13.84","1558(E)","26-Mar-24"
"","2767","Atorvastatin & Clopidogrel Capsule","Each hard gelatine capsule contains:
Atorvastatin Calcium IP eq. to Atorvastatin 40mg (As green coloured spherical pellets),
Clopidogrel Bisulphate IP eq. to Clopidogrel 75mg (As two reddish brown coloured film coated tablet, each containg 37.5mg Clopidog","M/s Windlas Biotech Limited","M/s Eris Lifesciences Limited","1 Capsule","26.88","1558(E)","26-Mar-24"
"","2768","Gliclazide & Metformin Hydrochloride Tablets","Each uncoated tablets contains:
Gliclazide IP 40mg
Metformin Hydrochloride IP 500mg","M/s Mediforce Healthcare Pvt ltd","M/s Mankind Pharma Ltd","1 Tablet","7.35","1558(E)","26-Mar-24"
"","2769","Vildagliptin (SR) & Metformin Hydrochloride (SR) Tablets","Each uncoated bilayered tablet contains:
Vildagliptin IP 100mg (As Sustained release form)
Metformin Hydrochloride IP 500mg (As Sustained release form)","M/s Mascot Health Series Pvt. Ltd.","M/s USV Private Limited","1 Tablet","9.67","1558(E)","26-Mar-24"
"","2770","Vildagliptin (SR) & Metformin Hydrochloride (SR) Tablets","Each uncoated bilayered tablet contains:
Vildagliptin IP 100mg (As Sustained release form)
Metformin Hydrochloride IP 1000mg (As Sustained release form)","M/s Mascot Health Series Pvt. Ltd.","M/s USV Private Limited","1 Tablet","10.78","1558(E)","26-Mar-24"
"","2771","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 1 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Alkem Laboratories Limited","1 Tablet","13.24","1558(E)","26-Mar-24"
"","2772","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 1 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Eris Lifesciences Limited","1 Tablet","13.24","1558(E)","26-Mar-24"
"","2773","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Eris Lifesciences Limited","1 Tablet","14.92","1558(E)","26-Mar-24"
"","2774","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 1 mg","M/s Mascot Health Series Pvt. Ltd.","M/s USV Private Limited","1 Tablet","13.43","1558(E)","26-Mar-24"
"","2775","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s USV Private Limited","1 Tablet","15.11","1558(E)","26-Mar-24"
"","2776","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","15.11","1558(E)","26-Mar-24"
"","2777","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 1 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","13.43","1558(E)","26-Mar-24"
"","2778","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 1 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Micro Labs Limited","1 Tablet","12.50","1558(E)","26-Mar-24"
"","2779","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Micro Labs Limited","1 Tablet","13.39","1558(E)","26-Mar-24"
"","2780","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 1 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Medley Pharmaceuticals Ltd.","1 Tablet","13.43","1558(E)","26-Mar-24"
"","2781","Dapagliflozin, Metformin Hydrochloride (Extended Release) and Glimepiride Tablets","Each film coated bilayered tablet contains:
Dapagliflozin Propanediol USP eq. to Dapagliflozin 10mg
Metformin Hydrochloride IP 500mg (As Extended release)
Glimepiride IP 2 mg","M/s Mascot Health Series Pvt. Ltd.","M/s Medley Pharmaceuticals Ltd.","1 Tablet","15.11","1558(E)","26-Mar-24"
